nrow,ncol,intensity
14,36,0.0099999998
14,37,0.0099999998
14,38,0.0099999998
14,39,0.0099999998
15,0,0.0099999998
15,1,0.0099999998
15,2,0.0099999998
15,3,0.0099999998
15,4,0.0099999988
15,5,0.0099999998
15,6,0.0099999998
15,7,0.0099999998
15,8,0.0100000007
15,9,0.0099999998
15,10,0.0100000007
15,11,0.0099999998
15,12,0.0099999998
15,13,0.0099999998
15,14,0.0099999998
15,15,0.0099999998
15,16,0.0099999998
15,17,0.0100000007
15,18,0.0099999998
15,19,0.0100000007
15,20,0.0099999998
15,21,0.0099999998
15,22,0.0099999998
15,23,0.0099999998
15,24,0.0230398979
15,25,0.0214866810
15,26,0.0237341672
15,27,0.0099999998
15,28,0.0099999998
15,29,0.0099999998
15,30,0.0099999998
15,31,0.0099999998
15,32,0.0099999988
15,33,0.0099999998
15,34,0.0099999988
15,35,0.0099999998
15,36,0.0099999998
15,37,0.0099999998
15,38,0.0099999998
15,39,0.0099999998
16,0,0.0099999998
16,1,0.0099999998
16,2,0.0099999998
16,3,0.0099999998
16,4,0.0100000007
16,5,0.0099999998
16,6,0.0099999998
16,7,0.0099999988
16,8,0.0099999998
16,9,0.0099999998
16,10,0.0099999998
16,11,0.0099999998
16,12,0.0099999998
16,13,0.0099999998
16,14,0.0099999998
16,15,0.0099999998
16,16,0.0099999998
16,17,0.0099999998
16,18,0.0099999998
16,19,0.0099999998
16,20,0.0099999998
16,21,0.0099999998
16,22,0.0099999998
16,23,0.0099999998
16,24,0.0172773954
16,25,0.0171813201
16,26,0.0181572065
16,27,0.0099999998
16,28,0.0099999998
16,29,0.0099999998
16,30,0.0099999998
16,31,0.0099999998
16,32,0.0099999998
16,33,0.0099999998
16,34,0.0099999998
16,35,0.0099999998
16,36,0.0099999998
16,37,0.0099999998
16,38,0.0099999998
16,39,0.0099999998
17,0,0.0099999988
17,1,0.0099999998
17,2,0.0099999998
17,3,0.0099999988
17,4,0.0099999998
17,5,0.0099999998
17,6,0.0099999998
17,7,0.0099999998
17,8,0.0099999998
17,9,0.0099999998
17,10,0.0109316129
17,11,0.0110631380
17,12,0.0112107517
17,13,0.0099999998
17,14,0.0099999998
17,15,0.0099999998
17,16,0.0099999998
17,17,0.0100000007
17,18,0.0099999998
17,19,0.0100000007
17,20,0.0099999998
17,21,0.0099999998
17,22,0.0099999998
17,23,0.0099999998
17,24,0.0099999998
17,25,0.0147175118
17,26,0.0143581778
17,27,0.0135767190
17,28,0.0099999998
17,29,0.0099999998
17,30,0.0099999998
17,31,0.0100000007
17,32,0.0099999998
17,33,0.0100000007
17,34,0.0099999998
17,35,0.0099999998
17,36,0.0099999998
17,37,0.0099999998
17,38,0.0099999998
17,39,0.0099999998
18,0,0.0083519453
18,1,0.0087503232
18,2,0.0089556612
18,3,0.0099999998
18,4,0.0100000007
18,5,0.0099999998
18,6,0.0100000007
18,7,0.0099999998
18,8,0.0110936370
18,9,0.0112448968
18,10,0.0114137568
18,11,0.0116013307
18,12,0.0118085500
18,13,0.0120360842
18,14,0.0117179984
18,15,0.0099999998
18,16,0.0199999996
18,17,0.0099999998
18,18,0.0099999998
18,19,0.0099999998
18,20,0.0099999998
18,21,0.0099999998
18,22,0.0099999998
18,23,0.0099999998
18,24,0.0099999998
18,25,0.0099999998
18,26,0.0099999998
18,27,0.0099999988
18,28,0.0099999998
18,29,0.0099999998
18,30,0.0100000007
18,31,0.0099999998
18,32,0.0099999998
18,33,0.0099999998
18,34,0.0100000007
18,35,0.0099999998
18,36,0.0099999998
18,37,0.0099999998
18,38,0.0099999998
18,39,0.0099999998
19,0,0.0000000000
19,1,0.0079414118
19,2,0.0082178945
19,3,0.0100000007
19,4,0.0099999998
19,5,0.0099999998
19,6,0.0099999998
19,7,0.0100000007
19,8,0.0116157988
19,9,0.0118244840
19,10,0.0120535195
19,11,0.0123032061
19,12,0.0125734210
19,13,0.0128635447
19,14,0.0199999996
19,15,0.0200000014
19,16,0.0199999996
19,17,0.0200000014
19,18,0.0199999996
19,19,0.0099999998
19,20,0.0099999998
19,21,0.0099999998
19,22,0.0099999998
19,23,0.0099999998
19,24,0.0099999998
19,25,0.0099999998
19,26,0.0099999998
19,27,0.0099999998
19,28,0.0099999998
19,29,0.0099999998
19,30,0.0099999998
19,31,0.0099999998
19,32,0.0099999998
19,33,0.0099999998
19,34,0.0099999998
19,35,0.0099999998
19,36,0.0099999998
19,37,0.0099999998
19,38,0.0099999998
19,39,0.0099999998
20,0,0.0000000000
20,1,0.0000000000
20,2,0.0044852481
20,3,0.0099999998
20,4,0.0099999998
20,5,0.0099999998
20,6,0.0099999998
20,7,0.0099999998
20,8,0.0099999998
20,9,0.0125529906
20,10,0.0128416903
20,11,0.0131492326
20,12,0.0134739056
20,13,0.0138134193
20,14,0.0200000014
20,15,0.0199999996
20,16,0.0199999996
20,17,0.0199999996
20,18,0.0200000014
20,19,0.0099999998
20,20,0.0099999998
20,21,0.0099999998
20,22,0.0099999998
20,23,0.0099999998
20,24,0.0100000007
20,25,0.0099999998
20,26,0.0100000007
20,27,0.0099999998
20,28,0.0100000007
20,29,0.0099999998
